Company Name,Ticker
Enviro Infra Engineers,EIEL.NS
Euro India Fresh Foods,EIFFL.NS
EIH Associated Hotels,EIHAHOTELS.NS
EIH,EIHOTEL.NS
Eimco Elecon (India),EIMCOELECO.NS
Everest Kanto Cylinder,EKC.NS
Elantas Beck India,ELANTAS.NS
EL CID Investments,ELCIDIN.NS
Eldeco Housing And Industries,ELDEHSG.NS
Elecon Engineering Company,ELECON.NS
Electrosteel Castings,ELECTCAST.NS
Electrotherm (India),ELECTHERM.NS
Elgi Equipments,ELGIEQUIP.NS
Elgi Rubber Company,ELGIRUBCO.NS
Elin Electronics,ELIN.NS
Elitecon International,ELITECON.NS
Ellenbarrie Industrial Gases,ELLEN.NS
Elpro International,ELPROINTL.NS
Emami,EMAMILTD.NS
Emami Paper Mills,EMAMIPAP.NS
Emami Realty,EMAMIREAL.NS
Embassy Developments,EMBDL.NS
Emcure Pharmaceuticals,EMCURE.NS
Electronics Mart India,EMIL.NS
Emkay Global Financial Services,EMKAY.NS
Emmbi Industries,EMMBI.NS
Emmvee Photovoltaic Power,EMMVEE.NS
Empower India,EMPOWER.NS
EMS,EMSLIMITED.NS
eMudhra,EMUDHRA.NS
Endurance Technologies,ENDURANCE.NS
Energy Development Company,ENERGYDEV.NS
Engineers India,ENGINERSIN.NS
Entertainment Network (India),ENIL.NS
Siemens Energy India,ENRIN.NS
Entero Healthcare Solutions,ENTERO.NS
EPACK Durable,EPACK.NS
EPack Prefab Technologies,EPACKPEB.NS
Epigral,EPIGRAL.NS
EPL,EPL.NS
Equippp Social Impact Technologies,EQUIPPP.NS
Equitas Small Finance Bank,EQUITASBNK.NS
Eris Lifesciences,ERIS.NS
Esab India,ESABINDIA.NS
ESAF Small Finance Bank,ESAFSFB.NS
Escorts Kubota,ESCORTS.NS
Essar Shipping,ESSARSHPNG.NS
Integra Essentia Limited-RE,ESSEN-RE3.NS
Integra Essentia,ESSENTIA.NS
Ester Industries,ESTER.NS
ETERNAL,ETERNAL.NS
Ethos,ETHOSLTD.NS
Eureka Forbes,EUREKAFORB.NS
Euro Panel Products,EUROBOND.NS
Euro Pratik Sales,EUROPRATIK.NS
Eurotex Industries and Exports,EUROTEXIND.NS
Eveready Industries India,EVEREADY.NS
Everest Industries,EVERESTIND.NS
Excel Industries,EXCELINDUS.NS
Excelsoft Technologies,EXCELSOFT.NS
Exicom Tele-Systems,EXICOM.NS
Exide Industries,EXIDEIND.NS
Expleo Solutions,EXPLEOSOL.NS
Exxaro Tiles,EXXARO.NS
Fabtech Technologies,FABTECH.NS
Fertilizers and Chemicals Travancore,FACT.NS
Fairchem Organics,FAIRCHEMOR.NS
Faze Three,FAZE3Q.NS
Fineotex Chemical,FCL.NS
FCS Software Solutions,FCSSOFT.NS
FDC,FDC.NS
Fedders Holding,FEDDERSHOL.NS
The Federal Bank,FEDERALBNK.NS
Fedbank Financial Services,FEDFINA.NS
Future Enterprises,FEL.NS
Future Enterprises,FELDVR.NS
Fermenta Biotech,FERMENTA.NS
Fiberweb (India),FIBERWEB.NS
Fiem Industries,FIEMIND.NS
Filatex India,FILATEX.NS
Filatex Fashions,FILATFASH.NS
Finolex Cables,FINCABLES.NS
Fine Organic Industries,FINEORG.NS
Finkurve Financial Services,FINKURVE.NS
Fino Payments Bank,FINOPB.NS
Finolex Industries,FINPIPE.NS
Brainbees Solutions,FIRSTCRY.NS
Fischer Medical Ventures,FISCHER.NS
Five-Star Business Finance,FIVESTAR.NS
Flair Writing Industries,FLAIR.NS
Flexituff Ventures International,FLEXITUFF.NS
Future Lifestyle Fashions,FLFL.NS
Gujarat Fluorochemicals,FLUOROCHEM.NS
Federal-Mogul Goetze (India) Limited.,FMGOETZE.NS
Future Market Networks,FMNL.NS
Focus Lighting and Fixtures,FOCUS.NS
Foods & Inns,FOODSIN.NS
FORCE MOTORS,FORCEMOT.NS
Fortis Healthcare,FORTIS.NS
Foseco India,FOSECOIND.NS
Fractal Analytics,FRACTAL.NS
Frontier Springs,FRONTSP.NS
Firstsource Solutions,FSL.NS
Fusion Finance,FUSION.NS
Gabriel India,GABRIEL.NS
Gujarat Ambuja Exports,GAEL.NS
GAIL (India),GAIL.NS
Gala Precision Engineering,GALAPREC.NS
Galaxy Surfactants,GALAXYSURF.NS
Gallantt Ispat,GALLANTT.NS
Gandhar Oil Refinery (India),GANDHAR.NS
Gandhi Special Tubes,GANDHITUBE.NS
Ganesha Ecosphere,GANECOS.NS
Ganesh Benzoplast,GANESHBE.NS
Ganesh Consumer Products,GANESHCP.NS
GANESH HOUSING,GANESHHOU.NS
Ganga Forging,GANGAFORGE.NS
Ganges Securities,GANGESSECU.NS
Garware Technical Fibres,GARFIBRES.NS
Garuda Construction and Engineering,GARUDA.NS
GACM Technologies,GATECH.NS
GACM Technologies,GATECHDVR.NS
Gateway Distriparks,GATEWAY.NS
Gaudium IVF and Women Health,GAUDIUMIVF.NS
Gayatri Highways,GAYAHWS.NS
Gayatri Projects,GAYAPROJ.NS
Gretex Corporate Services,GCSL.NS
GeeCee Ventures,GEECEE.NS
Geekay Wires,GEEKAYWIRE.NS
Gem Aromatics,GEMAROMA.NS
Generic Engineering Construction and Projects,GENCON.NS
Genesys International Corporation,GENESYS.NS
Gensol Engineering,GENSOL.NS
Genus Paper & Boards,GENUSPAPER.NS
Genus Power Infrastructures,GENUSPOWER.NS
Geojit Financial Services,GEOJITFSL.NS
The Great Eastern Shipping Company,GESHIP.NS
GFL,GFLLIMITED.NS
GHCL,GHCL.NS
GHCL Textiles,GHCLTEXTIL.NS
GIC Housing Finance,GICHSGFIN.NS
Globe International Carriers,GICL.NS
General Insurance Corporation of India,GICRE.NS
Gillanders Arbuthnot & Company,GILLANDERS.NS
Gillette India,GILLETTE.NS
Ginni Filaments,GINNIFILA.NS
Gujarat Industries Power Company,GIPCL.NS
GK Energy,GKENERGY.NS
Gujarat Kidney And Super Speciality,GKSL.NS
GKW,GKWLIMITED.NS
Gland Pharma,GLAND.NS
GlaxoSmithKline Pharmaceuticals,GLAXO.NS
Glenmark Pharmaceuticals,GLENMARK.NS
Gujarat Lease Financing,GLFL.NS
Global Education,GLOBAL.NS
Globale Tessile,GLOBALE.NS
Global Vectra Helicorp,GLOBALVECT.NS
GLOBE ENTERPRISES (INDIA),GLOBE.NS
Globe Civil Projects,GLOBECIVIL.NS
Globus Spirits,GLOBUSSPR.NS
Gloster,GLOSTERLTD.NS
Glottis,GLOTTIS.NS
GM Breweries,GMBREW.NS
Gujarat Mineral Development Corporation,GMDCLTD.NS
GMM Pfaudler,GMMPFAUDLR.NS
GMR AIRPORTS,GMRAIRPORT.NS
GMR Power and Urban Infra,GMRP&UI.NS
GNA Axles,GNA.NS
Gujarat Narmada Valley Fertilizers and Chemicals,GNFC.NS
Gujarat Natural Resources,GNRL.NS
Goa Carbon,GOACARBON.NS
GOCL Corporation,GOCLCORP.NS
Go Fashion (India),GOCOLORS.NS
Godavari Biorefineries,GODAVARIB.NS
Godfrey Phillips India,GODFRYPHLP.NS
Go Digit General Insurance,GODIGIT.NS
Godrej Agrovet,GODREJAGRO.NS
Godrej Consumer Products,GODREJCP.NS
Godrej Industries,GODREJIND.NS
Godrej Properties,GODREJPROP.NS
Gokaldas Exports,GOKEX.NS
Gokul Refoils and Solvent,GOKUL.NS
Gokul Agro Resources,GOKULAGRO.NS
Golden Tobacco,GOLDENTOBC.NS
Goldiam International,GOLDIAM.NS
AION-TECH SOLUTIONS,GOLDTECH.NS
Goodluck India,GOODLUCK.NS
Goodyear India,GOODYEAR.NS
Gopal Snacks,GOPAL.NS
Goyal Aluminiums,GOYALALUM.NS
Godawari Power And Ispat,GPIL.NS
Gujarat Pipavav Port,GPPL.NS
GPT Healthcare,GPTHEALTH.NS
GPT Infraprojects,GPTINFRA.NS
Gradiente Infotainment,GRADIENTE.NS
Grand Oak Canyons Distillery,GRANDOAK.NS
Granules India,GRANULES.NS
Graphite India,GRAPHITE.NS
Grasim Industries,GRASIM.NS
Grauer & Weil India,GRAUWEIL.NS
Graviss Hospitality,GRAVISSHO.NS
Gravita India,GRAVITA.NS
Greaves Cotton,GREAVESCOT.NS
Greenlam Industries,GREENLAM.NS
Greenpanel Industries,GREENPANEL.NS
Greenply Industries,GREENPLY.NS
Orient Green Power Company,GREENPOWER.NS
Grindwell Norton,GRINDWELL.NS
G R Infraprojects,GRINFRA.NS
GRM Overseas,GRMOVER.NS
The Grob Tea Company,GROBTEA.NS
Billionbrains Garage Ventures,GROWW.NS
GRP,GRPLTD.NS
Garden Reach Shipbuilders & Engineers,GRSE.NS
Garware Hi-Tech Films,GRWRHITECH.NS
Gujarat State Fertilizers & Chemicals,GSFC.NS
Global Surfaces,GSLSU.NS
GSP Crop Science,GSPCROP.NS
GSS Infotech,GSS.NS
G-TEC JAINX EDUCATION,GTECJAINX.NS
GTL,GTL.NS
GTL Infrastructure,GTLINFRA.NS
GTPL Hathway,GTPL.NS
Gufic Biosciences,GUFICBIO.NS
Gujarat Alkalies and Chemicals,GUJALKALI.NS
Gujarat Apollo Industries,GUJAPOLLO.NS
Gujarat Gas,GUJGASLTD.NS
Gujarat Raffia Industries,GUJRAFFIA.NS
Gujarat Themis Biosyn,GUJTHEM.NS
Gulf Oil Lubricants India,GULFOILLUB.NS
GP Petroleums,GULFPETRO.NS
Gulshan Polyols,GULPOLY.NS
GVK Power & Infrastructure,GVKPIL.NS
GE Power India,GVPIL.NS
GVP Infotech,GVPTECH.NS
GE Vernova T&D India,GVT&D.NS
Hindustan Aeronautics,HAL.NS
Halder Venture,HALDER.NS
Haldyn Glass,HALDYNGL.NS
HALEOS LABS,HALEOSLABS.NS
Happiest Minds Technologies,HAPPSTMNDS.NS
Happy Forgings,HAPPYFORGE.NS
Hardwyn India,HARDWYN.NS
Hariom Pipe Industries,HARIOMPIPE.NS
Harrisons  Malayalam,HARRMALAYA.NS
Harsha Engineers International,HARSHA.NS
Hathway Cable & Datacom,HATHWAY.NS
Hatsun Agro Product,HATSUN.NS
Havells India,HAVELLS.NS
Sri Havisha Hospitality and Infrastructure,HAVISHA.NS
Hawkins Cookers,HAWKINCOOK.NS
HB Estate Developers,HBESD.NS
HBL Engineering,HBLENGINE.NS
HB Stockholdings,HBSL.NS
Hindustan Construction Company,HCC.NS
Healthcare Global Enterprises,HCG.NS
HCL Infosystems,HCL-INSYS.NS
HCL Technologies,HCLTECH.NS
HDB Financial Services,HDBFS.NS
HDFC Asset Management Company,HDFCAMC.NS
HDFC Bank,HDFCBANK.NS
HDFC Life Insurance Company,HDFCLIFE.NS
Housing Development and Infrastructure,HDIL.NS
Heads UP Ventures,HEADSUP.NS
Health X Platform,HEALTHX.NS
HEC Infra Projects,HECPROJECT.NS
HEG,HEG.NS
HeidelbergCement India,HEIDELBERG.NS
Hemisphere Properties India,HEMIPROP.NS
Heranba Industries,HERANBA.NS
Heritage Foods,HERITGFOOD.NS
Hero MotoCorp,HEROMOTOCO.NS
Hester Biosciences,HESTERBIO.NS
Hexa Tradex,HEXATRADEX.NS
Hexaware Technologies,HEXT.NS
HFCL,HFCL.NS
H.G. Infra Engineering,HGINFRA.NS
HandsOn Global Management (HGM),HGM.NS
Hinduja Global Solutions,HGS.NS
Hikal,HIKAL.NS
Highway Infrastructure,HILINFRA.NS
Hilton Metal Forging,HILTON.NS
Himatsingka Seide,HIMATSEIDE.NS
Hindalco Industries,HINDALCO.NS
Hindustan Composites,HINDCOMPOS.NS
Hindcon Chemicals,HINDCON.NS
Hindustan Copper,HINDCOPPER.NS
Hindustan Oil Exploration Company,HINDOILEXP.NS
Hindustan Petroleum Corporation,HINDPETRO.NS
Hindustan Unilever,HINDUNILVR.NS
Hindware Home Innovation,HINDWAREAP.NS
Hindustan Zinc,HINDZINC.NS
Hind Rectifiers,HIRECT.NS
Hisar Metal Industries,HISARMETAL.NS
Hi-Tech Pipes,HITECH.NS
Hitech Corporation,HITECHCORP.NS
The Hi-Tech Gears,HITECHGEAR.NS
HLE Glascoat,HLEGLAS.NS
HLV,HLVLTD.NS
HMA Agro Industries,HMAAGRO.NS
HMT,HMT.NS
Hindustan Media Ventures,HMVL.NS
Hindustan Foods,HNDFDS.NS
Home First Finance Company India,HOMEFIRST.NS
Honasa Consumer,HONASA.NS
Honeywell Automation India,HONAUT.NS
Honda India Power Products,HONDAPOWER.NS
HP Adhesives,HPAL.NS
Hindprakash Industries,HPIL.NS
HPL Electric & Power,HPL.NS
Himadri Speciality Chemical,HSCL.NS
HT Media,HTMEDIA.NS
Hubtown,HUBTOWN.NS
Housing & Urban Development Corporation,HUDCO.NS
Huhtamaki India,HUHTAMAKI.NS
Hybrid Financial Services,HYBRIDFIN.NS
Hyundai Motor India,HYUNDAI.NS
Indiabulls,IBULLSLTD.NS
ICDS,ICDSLTD.NS
Ice Make Refrigeration,ICEMAKE.NS
ICICI Prudential Asset Management Company,ICICIAMC.NS
ICICI Bank,ICICIBANK.NS
ICICI Lombard General Insurance Company,ICICIGI.NS
ICICI Prudential Life Insurance Company,ICICIPRULI.NS
Indo Count Industries,ICIL.NS
ICRA,ICRA.NS
IDBI Bank,IDBI.NS
Vodafone Idea,IDEA.NS
Ideaforge Technology,IDEAFORGE.NS
IDFC First Bank,IDFCFIRSTB.NS
Indian Energy Exchange,IEX.NS
IFB Agro Industries,IFBAGRO.NS
IFB Industries,IFBIND.NS
IFCI,IFCI.NS
IFGL Refractories,IFGLEXPOR.NS
Igarashi Motors India,IGARASHI.NS
Indogulf Cropsciences,IGCL.NS
International Gemological Institute,IGIL.NS
Indraprastha Gas,IGL.NS
IG Petrochemicals,IGPL.NS
IIFL Finance,IIFL.NS
IIFL Capital Services,IIFLCAPS.NS
Industrial Investment Trust,IITL.NS
IKIO Technologies,IKIO.NS
Inventurus Knowledge Solutions,IKS.NS
IL&FS Engineering and Construction Company,IL&FSENGG.NS
IL&FS Transportation Networks,IL&FSTRANS.NS
Imagicaaworld Entertainment,IMAGICAA.NS
Indian Metals & Ferro Alloys,IMFA.NS
India Motor Parts and Accessories,IMPAL.NS
Impex Ferro Tech,IMPEXFERRO.NS
Insolation Energy,INA.NS
INCREDIBLE INDUSTRIES,INCREDIBLE.NS
Indbank Merchant Banking Services,INDBANK.NS
Indegene,INDGN.NS
The Indian Hotels Company,INDHOTEL.NS
The India Cements,INDIACEM.NS
India Glycols,INDIAGLYCO.NS
Indiamart Intermesh,INDIAMART.NS
Indian Bank,INDIANB.NS
Indian Card Clothing Company,INDIANCARD.NS
Indian Hume Pipe Company,INDIANHUME.NS
India Shelter Finance Corporation,INDIASHLTR.NS
InterGlobe Aviation,INDIGO.NS
Indigo Paints,INDIGOPNTS.NS
Indiqube Spaces,INDIQUBE.NS
India Nippon Electricals,INDNIPPON.NS
Indo Amines,INDOAMIN.NS
Indo Borax & Chemicals,INDOBORAX.NS
Indoco Remedies,INDOCO.NS
Indo Farm Equipment,INDOFARM.NS
Indo Rama Synthetics (India),INDORAMA.NS
IndoStar Capital Finance,INDOSTAR.NS
Indo Tech Transformers,INDOTECH.NS
Indo Thai Securities,INDOTHAI.NS
Indo Us Biotech,INDOUS.NS
Indowind Energy,INDOWIND.NS
Industrial & Prudential Investment Company,INDPRUD.NS
Indraprastha Medical Corporation,INDRAMEDCO.NS
Ind-Swift Laboratories,INDSWFTLAB.NS
Indian Terrain Fashions,INDTERRAIN.NS
IndusInd Bank,INDUSINDBK.NS
Indus Towers,INDUSTOWER.NS
InfoBeans Technologies,INFOBEAN.NS
Infomedia Press,INFOMEDIA.NS
Infosys,INFY.NS
Ingersoll Rand (India),INGERRAND.NS
Innova Captab,INNOVACAP.NS
Innovana Thinklabs,INNOVANA.NS
Innovision,INNOVISION.NS
Inox Green Energy Services,INOXGREEN.NS
INOX India,INOXINDIA.NS
Inox Wind,INOXWIND.NS
Insecticides (India),INSECTICID.NS
Inspirisys Solutions,INSPIRISYS.NS
Intellect Design Arena,INTELLECT.NS
Intense Technologies,INTENTECH.NS
Interarch Building Solutions,INTERARCH.NS
International Conveyors,INTLCONV.NS
Inventure Growth & Securities,INVENTURE.NS
Investment & Precision Castings,INVPRECQ.NS
Indian Overseas Bank,IOB.NS
Indian Oil Corporation,IOC.NS
IOL Chemicals and Pharmaceuticals,IOLCP.NS
ION Exchange (India),IONEXCHANG.NS
IPCA Laboratories,IPCALAB.NS
India Pesticides,IPL.NS
IRB Infrastructure Developers,IRB.NS
Ircon International,IRCON.NS
Indian Railway Catering And Tourism Corporation,IRCTC.NS
Indian Renewable Energy Development Agency,IREDA.NS
Indian Railway Finance Corporation,IRFC.NS
IRIS RegTech Solutions,IRIS.NS
Iris Clothings,IRISDOREME.NS
IRM Energy,IRMENERGY.NS
Intrasoft Technologies,ISFT.NS
Isgec Heavy Engineering,ISGEC.NS
Ishan Dyes and Chemicals,ISHANCH.NS
ITC,ITC.NS
ITC Hotels,ITCHOTELS.NS
India Tourism Development Corporation,ITDC.NS
ITI,ITI.NS
Ivalue Infosolutions,IVALUE.NS
IL&FS Investment Managers,IVC.NS
IVP,IVP.NS
The Indian Wood Products Company,IWP.NS
Le Travenues Technology,IXIGO.NS
IZMO,IZMO.NS
The Jammu & Kashmir Bank,J&KBANK.NS
Jagran Prakashan,JAGRAN.NS
Jagsonpal Pharmaceuticals,JAGSNPHARM.NS
Jai Balaji Industries,JAIBALAJI.NS
Jai Corp,JAICORPLTD.NS
Jain Resource Recycling,JAINREC.NS
Nandani Creation,JAIPURKURT.NS
Jamna Auto Industries,JAMNAAUTO.NS
Jaro Institute of Technology Management and Research,JARO.NS
Jash Engineering,JASH.NS
Jayant Agro Organics,JAYAGROGN.NS
Jay Bharat Maruti,JAYBARMARU.NS
Jaykay Enterprises,JAYKAY.NS
Jayaswal Neco Industries,JAYNECOIND.NS
Jayshree Tea & Industries,JAYSREETEA.NS
JB Chemicals & Pharmaceuticals,JBCHEPHARM.NS
JBM Auto,JBMA.NS
Jet Freight Logistics,JETFREIGHT.NS
J.G.Chemicals,JGCHEM.NS
JHS Svendgaard Laboratories,JHS.NS
Jindal Photo,JINDALPHOT.NS
Jindal Poly Films,JINDALPOLY.NS
Jindal Saw,JINDALSAW.NS
JINDAL STEEL,JINDALSTEL.NS
Jindal Drilling And Industries,JINDRILL.NS
Jindal Worldwide,JINDWORLD.NS
Jio Financial Services,JIOFIN.NS
Jain Irrigation Systems,JISLDVREQS.NS
Jain Irrigation Systems,JISLJALEQS.NS
JITF Infralogistics,JITFINFRA.NS
JK Cement,JKCEMENT.NS
J.Kumar Infraprojects,JKIL.NS
Jinkushal Industries,JKIPL.NS
JK Lakshmi Cement,JKLAKSHMI.NS
JK Paper,JKPAPER.NS
JK Tyre & Industries,JKTYRE.NS
Jupiter Life Line Hospitals,JLHL.NS
Jullundur Motor Agency (Delhi),JMA.NS
JM Financial,JMFINANCIL.NS
JNK India,JNKINDIA.NS
Jocil,JOCIL.NS
Jindal Poly Investment and Finance Company,JPOLYINVST.NS
Jaiprakash Power Ventures,JPPOWER.NS
Jana Small Finance Bank,JSFB.NS
Jindal Stainless,JSL.NS
Jeena Sikho Lifecare,JSLL.NS
JSW Cement,JSWCEMENT.NS
JSW Dulux,JSWDULUX.NS
JSW Energy,JSWENERGY.NS
JSW Holdings,JSWHL.NS
JSW Infrastructure,JSWINFRA.NS
JSW Steel,JSWSTEEL.NS
Jtekt India,JTEKTINDIA.NS
JTL INDUSTRIES,JTLIND.NS
Jubilant Agri and Consumer Products,JUBLCPL.NS
Jubilant Foodworks,JUBLFOOD.NS
Jubilant Ingrevia,JUBLINGREA.NS
Jubilant Pharmova,JUBLPHARMA.NS
Juniper Hotels,JUNIPER.NS
Just Dial,JUSTDIAL.NS
Jupiter Wagons,JWL.NS
Jyothy Labs,JYOTHYLAB.NS
Jyoti CNC Automation,JYOTICNC.NS
Jyoti Structures,JYOTISTRUC.NS
Kabra Extrusion Technik,KABRAEXTRU.NS
Kajaria Ceramics,KAJARIACER.NS
Kakatiya Cement Sugar & Industries,KAKATCEM.NS
Sai Silks (Kalamandir),KALAMANDIR.NS
Kalpataru,KALPATARU.NS
Kalyani Commercials,KALYANI.NS
Kalyani Forge,KALYANIFRG.NS
Kalyan Jewellers India,KALYANKJIL.NS
Kama Holdings,KAMAHOLD.NS
Kamat Hotels (I),KAMATHOTEL.NS
Kamdhenu,KAMDHENU.NS
Kamdhenu Ventures,KAMOPAINTS.NS
Kanani Industries,KANANIIND.NS
Kanchi Karpooram,KANCHI.NS
Kanoria Chemicals & Industries,KANORICHEM.NS
Kanpur Plastipack,KANPRPLA.NS
Kansai Nerolac Paints,KANSAINER.NS
Kapston Services,KAPSTON.NS
Karma Energy,KARMAENG.NS
Karur Vysya Bank,KARURVYSYA.NS
Kaushalya Infrastructure Development Corporation,KAUSHALYA.NS
Kavveri Defence & Wireless Technologies,KAVDEFENCE.NS
Kaya,KAYA.NS
Kaynes Technology India,KAYNES.NS
KCP,KCP.NS
KCP Sugar and Industries Corporation,KCPSUGIND.NS
KDDL,KDDL.NS
KEC International,KEC.NS
Kirloskar Electric Company,KECL.NS
DSJ Keep Learning,KEEPLEARN.NS
KEI Industries,KEI.NS
Kellton Tech Solutions,KELLTONTEC.NS
Kennametal India,KENNAMET.NS
Kernex Microsystems (India),KERNEX.NS
Kesoram Industries,KESORAMIND.NS
Keynote Financial Services,KEYFINSERV.NS
Kfin Technologies,KFINTECH.NS
Khadim India,KHADIM.NS
Khaitan Chemicals & Fertilizers,KHAICHEM.NS
Khaitan (India),KHAITANLTD.NS
Khandwala Securities,KHANDSE.NS
Kalyani Investment Company,KICL.NS
Kilitch Drugs (India),KILITCH.NS
Krishna Institute of Medical Sciences,KIMS.NS
Kingfa Science & Technology (India),KINGFA.NS
KIOCL,KIOCL.NS
Kiran Vyapar,KIRANVYPAR.NS
Kiri Industries,KIRIINDUS.NS
Kirloskar Ferrous Industries,KIRLFER.NS
Kirloskar Brothers,KIRLOSBROS.NS
Kirloskar Oil Engines,KIRLOSENG.NS
Kirloskar Industries,KIRLOSIND.NS
Kirloskar Pneumatic Company,KIRLPNU.NS
OnEMI Technology Solutions,KISSHT.NS
Kitex Garments,KITEX.NS
Kewal Kiran Clothing,KKCL.NS
Kilburn Engineering,KLBRENG-B.NS
Knowledge Marine & Engineering Works,KMEW.NS
K.M.Sugar Mills,KMSUGAR.NS
KN Agri Resources,KNAGRI.NS
KNR Constructions,KNRCON.NS
Kohinoor Foods,KOHINOOR.NS
Kokuyo Camlin,KOKUYOCMLN.NS
Kolte - Patil Developers,KOLTEPATIL.NS
Kopran,KOPRAN.NS
Kotak Mahindra Bank,KOTAKBANK.NS
Kothari Sugars And Chemicals,KOTARISUG.NS
Kothari Petrochemicals,KOTHARIPET.NS
Kothari Products,KOTHARIPRO.NS
Kothari Industrial Corporation,KOTIC.NS
Kotyark Industries,KOTYARK.NS
Kovai Medical Center & Hospital,KOVAI.NS
K.P. Energy,KPEL.NS
KPI Green Energy,KPIGREEN.NS
Kalpataru Projects International,KPIL.NS
KPIT Technologies,KPITTECH.NS
Kwality Pharmaceuticals,KPL.NS
K.P.R. Mill,KPRMILL.NS
KRBL,KRBL.NS
Krebs Biochemicals and Industries,KREBSBIO.NS
Kridhan Infra,KRIDHANINF.NS
Krishana Phoschem,KRISHANA.NS
